satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,Quit_the_Company,promotion_last_5years,Departments,salary,employee_id
0.81,0.98,5,245,5,0,1,0,IT,low,EMP00444
0.39,0.54,2,127,3,0,1,0,IT,low,EMP00445
0.09,0.94,6,283,5,0,1,0,IT,low,EMP00446
0.44,0.46,2,143,3,0,1,0,IT,low,EMP00447
0.1,0.84,5,298,4,0,1,0,IT,low,EMP00448
0.36,0.48,2,159,3,0,1,0,product_mng,low,EMP00449
0.81,0.92,5,239,5,0,1,0,product_mng,low,EMP00450
0.81,0.9,4,226,5,0,1,0,product_mng,medium,EMP00451
0.85,0.98,5,248,5,0,1,0,product_mng,medium,EMP00452
0.1,0.87,6,286,4,0,1,0,IT,medium,EMP00453
0.37,0.54,2,145,3,0,1,0,RandD,medium,EMP00454
0.09,0.97,7,254,4,1,1,0,RandD,medium,EMP00455
0.44,0.53,2,127,3,0,1,0,RandD,medium,EMP00456
0.86,0.93,5,223,5,0,1,0,RandD,medium,EMP00457
0.77,1,4,255,5,0,1,0,RandD,medium,EMP00458
0.41,0.48,2,136,3,0,1,0,marketing,medium,EMP00459
0.4,0.48,2,137,3,0,1,0,sales,medium,EMP00460
0.43,0.49,2,135,3,0,1,0,accounting,medium,EMP00461
0.43,0.5,2,137,3,0,1,0,support,medium,EMP00462
0.8,0.53,3,255,5,0,1,0,technical,high,EMP00463
0.8,0.85,4,273,5,0,1,0,management,low,EMP00464
0.82,0.98,5,234,5,0,1,0,marketing,medium,EMP00465
0.37,0.54,2,152,3,0,1,0,marketing,medium,EMP00466
0.37,0.48,2,134,3,0,1,0,marketing,medium,EMP00467
0.09,0.95,6,292,4,0,1,0,sales,medium,EMP00468
0.9,0.92,5,245,5,0,1,0,sales,low,EMP00469
0.41,0.52,2,159,3,0,1,0,sales,low,EMP00470
0.1,0.85,6,260,4,0,1,0,sales,low,EMP00471
0.44,0.53,2,149,3,0,1,0,sales,low,EMP00472
0.89,0.85,5,266,5,0,1,0,sales,low,EMP00473
0.42,0.56,2,149,3,0,1,0,sales,low,EMP00474
0.87,1,5,242,5,0,1,0,sales,low,EMP00475
0.45,0.57,2,134,3,0,1,0,sales,low,EMP00476
0.11,0.87,5,271,4,0,1,0,sales,low,EMP00477
0.09,0.79,6,275,4,0,1,0,sales,low,EMP00478
0.76,0.83,5,227,5,0,1,0,sales,low,EMP00479
0.11,0.96,7,277,5,0,1,0,sales,low,EMP00480
0.37,0.49,2,151,3,0,1,0,sales,low,EMP00481
0.1,0.79,6,274,4,0,1,0,sales,low,EMP00482
0.77,0.87,4,242,6,0,1,0,sales,low,EMP00483
0.42,0.54,2,143,3,1,1,0,sales,low,EMP00484
0.38,0.52,2,145,3,0,1,0,sales,low,EMP00485
0.32,0.95,5,172,2,0,1,0,sales,low,EMP00486
0.38,0.49,2,135,3,0,1,0,accounting,low,EMP00487
0.19,1,4,192,4,0,1,0,accounting,low,EMP00488
0.1,0.83,7,276,4,0,1,0,accounting,low,EMP00489
0.76,0.88,4,206,4,0,1,0,hr,medium,EMP00490
0.53,0.56,4,281,6,0,1,0,hr,medium,EMP00491
0.39,0.51,2,151,3,0,1,0,hr,medium,EMP00492
0.11,0.83,6,244,4,0,1,0,hr,medium,EMP00493
0.1,0.94,6,309,4,0,1,0,technical,medium,EMP00494
0.84,1,5,218,5,0,1,0,technical,medium,EMP00495
0.82,0.99,4,263,6,0,1,0,technical,medium,EMP00496
0.1,0.82,6,244,4,0,1,0,technical,medium,EMP00497
0.59,0.49,7,263,4,0,1,0,technical,medium,EMP00498
0.44,0.48,2,143,3,0,1,0,technical,medium,EMP00499
0.89,0.95,2,181,5,0,1,0,technical,medium,EMP00500
0.91,0.84,5,265,5,0,1,0,technical,medium,EMP00501
0.66,0.57,5,161,5,0,1,0,technical,high,EMP00502
0.11,0.87,7,282,5,0,1,0,technical,low,EMP00503
0.43,0.51,2,155,3,0,1,0,technical,medium,EMP00504
0.78,0.83,4,217,6,0,1,0,support,medium,EMP00505
0.11,0.97,6,289,5,0,1,0,support,medium,EMP00506
0.83,0.98,4,259,5,0,1,0,support,medium,EMP00507
0.39,0.54,2,158,3,0,1,0,support,low,EMP00508
0.38,0.55,2,158,3,0,1,0,support,low,EMP00509
0.37,0.57,2,155,3,0,1,0,support,low,EMP00510
0.44,0.48,2,146,3,0,1,0,support,low,EMP00511
0.53,0.85,2,164,5,0,1,0,support,low,EMP00512
0.09,0.96,6,259,4,0,1,0,support,low,EMP00513
0.11,0.89,6,293,4,0,1,0,support,low,EMP00514
0.83,0.96,5,275,5,0,1,0,support,low,EMP00515
0.88,1,5,219,6,1,1,0,technical,low,EMP00516
0.1,0.89,6,247,4,0,1,0,technical,low,EMP00517
0.09,0.86,7,309,4,0,1,0,technical,low,EMP00518
0.44,0.54,2,151,3,0,1,0,management,low,EMP00519
0.39,0.51,2,129,3,0,1,0,IT,low,EMP00520
0.87,0.94,4,274,5,0,1,0,IT,low,EMP00521
0.74,0.99,4,233,5,0,1,0,IT,low,EMP00522
0.1,0.95,7,289,4,0,1,0,IT,low,EMP00523
0.74,0.82,4,239,6,0,1,0,IT,low,EMP00524
0.75,0.99,5,221,5,0,1,0,product_mng,low,EMP00525
0.41,0.56,2,150,3,0,1,0,product_mng,low,EMP00526
0.41,0.45,2,144,3,1,1,0,product_mng,low,EMP00527
0.09,0.9,7,289,4,0,1,0,product_mng,low,EMP00528
0.09,0.8,6,301,5,0,1,0,IT,medium,EMP00529
0.39,0.57,2,145,3,0,1,0,accounting,medium,EMP00530
0.4,0.56,2,137,3,0,1,0,accounting,medium,EMP00531
0.37,0.54,2,131,3,1,1,0,hr,medium,EMP00532
0.1,0.84,6,246,4,0,1,0,hr,medium,EMP00533
0.43,0.51,2,136,3,0,1,0,hr,medium,EMP00534
0.75,0.85,5,240,6,1,1,0,marketing,medium,EMP00535
0.37,0.56,2,156,3,0,1,0,sales,medium,EMP00536
0.11,0.85,6,305,4,0,1,0,accounting,medium,EMP00537
0.45,0.45,2,154,3,1,1,0,support,medium,EMP00538
0.87,1,5,261,5,1,1,0,technical,medium,EMP00539
0.11,0.94,7,244,4,0,1,0,management,medium,EMP00540
0.45,0.54,2,129,3,0,1,0,marketing,high,EMP00541
0.81,0.87,4,254,5,0,1,0,marketing,low,EMP00542
0.77,0.91,5,236,5,0,1,0,marketing,medium,EMP00543
0.89,0.92,5,237,5,0,1,0,sales,medium,EMP00544
0.43,0.49,2,135,3,0,1,0,sales,medium,EMP00545
0.78,1,5,236,5,0,1,0,sales,medium,EMP00546
0.37,0.47,2,149,3,0,1,0,sales,low,EMP00547
0.37,0.5,2,141,3,0,1,0,sales,low,EMP00548
0.85,0.82,4,270,5,0,1,0,sales,low,EMP00549
0.41,0.47,2,138,3,0,1,0,sales,low,EMP00550
0.11,0.96,6,298,4,0,1,0,sales,low,EMP00551
0.75,0.99,5,254,5,0,1,0,sales,low,EMP00552
0.82,0.85,5,248,5,0,1,0,sales,low,EMP00553
0.79,1,5,257,6,0,1,0,sales,low,EMP00554
0.43,0.53,2,150,3,0,1,0,sales,low,EMP00555
0.1,0.9,7,281,4,0,1,0,sales,low,EMP00556
0.46,0.48,2,141,3,1,1,0,sales,low,EMP00557
0.43,0.57,2,157,3,0,1,0,sales,low,EMP00558
0.43,0.55,2,136,3,0,1,0,sales,low,EMP00559
0.11,0.8,7,296,4,0,1,0,sales,low,EMP00560
0.09,0.86,6,279,4,0,1,0,sales,low,EMP00561
0.37,0.53,2,131,3,0,1,0,sales,low,EMP00562
0.4,0.57,2,160,3,0,1,0,accounting,low,EMP00563
0.1,0.77,7,291,4,0,1,0,accounting,low,EMP00564
0.41,0.53,2,157,3,0,1,0,accounting,low,EMP00565
0.79,0.58,3,294,4,0,1,0,hr,low,EMP00566
0.11,0.79,7,310,4,0,1,0,hr,low,EMP00567
0.1,0.97,6,282,4,0,1,0,hr,medium,EMP00568
0.44,0.51,2,134,3,0,1,0,hr,medium,EMP00569
0.25,0.46,4,214,4,0,1,0,technical,medium,EMP00570
0.44,0.52,2,137,3,0,1,0,technical,medium,EMP00571
0.73,1,4,252,5,0,1,0,technical,medium,EMP00572
0.75,0.97,5,243,6,0,1,0,technical,medium,EMP00573
0.36,0.47,2,148,3,0,1,0,technical,medium,EMP00574
0.37,0.49,2,151,3,0,1,0,technical,medium,EMP00575
0.39,0.49,2,129,3,0,1,0,technical,medium,EMP00576
0.48,0.78,2,198,2,0,1,0,technical,medium,EMP00577
0.57,0.72,4,275,6,0,1,0,technical,medium,EMP00578
0.9,0.96,5,243,5,0,1,0,technical,medium,EMP00579
0.39,0.55,2,159,3,0,1,0,technical,high,EMP00580
0.44,0.51,2,145,3,0,1,0,support,low,EMP00581
0.81,0.88,5,242,5,0,1,0,support,medium,EMP00582
0.74,0.87,5,242,5,0,1,0,support,medium,EMP00583
0.44,0.56,2,145,3,0,1,0,support,medium,EMP00584
0.41,0.56,2,154,3,0,1,1,support,medium,EMP00585
0.4,0.51,2,139,3,0,1,0,support,low,EMP00586
0.46,0.57,2,152,3,0,1,0,support,low,EMP00587
0.8,0.83,2,211,3,0,1,0,support,low,EMP00588
0.87,0.9,5,258,5,0,1,0,support,low,EMP00589
0.39,0.54,2,155,3,0,1,0,support,low,EMP00590
0.38,0.55,2,148,3,0,1,0,support,low,EMP00591
0.66,0.67,2,255,3,0,1,0,technical,low,EMP00592
0.1,0.8,6,264,4,0,1,0,technical,low,EMP00593
0.37,0.54,2,132,3,0,1,0,technical,low,EMP00594
0.1,0.77,6,255,4,0,1,0,management,low,EMP00595
0.09,0.87,5,263,4,0,1,0,IT,low,EMP00596
0.86,0.84,5,222,5,0,1,0,IT,low,EMP00597
0.11,0.9,6,263,4,0,1,0,IT,low,EMP00598
0.37,0.46,2,157,3,0,1,0,IT,low,EMP00599
0.11,0.92,7,307,4,0,1,0,IT,low,EMP00600
0.77,0.98,5,259,6,0,1,0,product_mng,low,EMP00601
0.84,0.94,5,222,6,0,1,0,product_mng,low,EMP00602
0.1,0.84,7,250,4,0,1,0,product_mng,low,EMP00603
0.83,0.9,5,245,5,0,1,0,product_mng,low,EMP00604
0.11,0.79,6,292,4,0,1,0,IT,low,EMP00605
0.86,0.92,5,252,5,0,1,0,RandD,low,EMP00606
0.38,0.56,2,161,3,0,1,0,RandD,medium,EMP00607
0.11,0.88,5,250,4,0,1,0,RandD,medium,EMP00608
0.45,0.49,2,134,3,0,1,0,RandD,medium,EMP00609
0.1,0.85,7,279,4,0,1,0,RandD,medium,EMP00610
0.09,0.95,7,256,4,0,1,0,marketing,medium,EMP00611
0.39,0.53,2,127,3,0,1,0,sales,medium,EMP00612
0.37,0.47,2,138,3,1,1,0,accounting,medium,EMP00613
0.81,0.97,5,243,5,0,1,0,support,medium,EMP00614
0.09,0.9,7,296,4,0,1,0,technical,medium,EMP00615
0.1,0.88,7,267,4,0,1,0,management,medium,EMP00616
0.39,0.49,2,144,3,0,1,0,marketing,medium,EMP00617
0.83,0.95,4,251,5,0,1,0,marketing,medium,EMP00618
0.45,0.57,2,148,3,0,1,0,marketing,high,EMP00619
0.43,0.51,2,141,3,0,1,0,sales,low,EMP00620
0.8,0.75,3,268,2,0,1,0,sales,medium,EMP00621
0.1,0.86,6,247,4,0,1,0,sales,medium,EMP00622
0.1,0.55,2,247,4,0,1,0,sales,medium,EMP00623
0.36,0.52,2,146,3,0,1,0,sales,medium,EMP00624
0.38,0.5,2,140,3,0,1,0,sales,low,EMP00625
0.78,0.98,5,263,6,0,1,0,sales,low,EMP00626
0.44,0.49,2,145,3,0,1,0,sales,low,EMP00627
0.41,0.46,2,156,3,1,1,0,sales,low,EMP00628
0.72,0.85,5,244,6,0,1,0,sales,low,EMP00629
0.46,0.54,2,144,3,0,1,0,sales,low,EMP00630
0.1,0.9,7,286,4,0,1,0,sales,low,EMP00631
0.34,0.67,4,141,2,0,1,0,sales,low,EMP00632
0.11,0.89,6,260,5,0,1,0,sales,low,EMP00633
0.38,0.56,2,154,3,0,1,0,sales,low,EMP00634
0.82,0.92,5,225,5,0,1,0,sales,low,EMP00635
0.39,0.57,2,127,3,0,1,0,sales,low,EMP00636
0.44,0.53,2,140,3,0,1,0,sales,low,EMP00637
0.43,0.52,2,147,3,0,1,0,sales,low,EMP00638
0.84,0.83,4,227,5,0,1,0,accounting,low,EMP00639
0.43,0.48,2,153,3,0,1,0,accounting,low,EMP00640
0.37,0.52,2,128,3,0,1,0,accounting,low,EMP00641
0.74,0.97,4,228,5,0,1,0,hr,low,EMP00642
0.73,0.97,5,235,5,0,1,0,hr,low,EMP00643
0.37,0.47,2,148,3,0,1,0,hr,low,EMP00644
0.58,0.62,4,238,3,0,1,0,hr,low,EMP00645
0.4,0.54,2,141,3,0,1,0,technical,medium,EMP00646
0.51,0.83,5,249,4,0,1,0,technical,medium,EMP00647
0.46,0.5,2,151,3,0,1,0,technical,medium,EMP00648
0.45,0.54,2,129,3,0,1,0,technical,medium,EMP00649
0.46,0.5,2,156,3,0,1,0,technical,medium,EMP00650
0.39,0.45,2,134,3,0,1,0,technical,medium,EMP00651
0.09,0.88,6,269,4,0,1,0,technical,medium,EMP00652
0.09,0.77,6,290,4,0,1,0,technical,medium,EMP00653
0.37,0.51,2,132,3,0,1,0,technical,medium,EMP00654
0.1,0.89,7,308,4,0,1,0,technical,medium,EMP00655
0.77,1,4,232,5,0,1,0,technical,medium,EMP00656
0.79,0.86,5,235,5,0,1,0,support,medium,EMP00657
0.43,0.55,2,130,3,0,1,0,support,high,EMP00658
0.38,0.53,2,146,3,0,1,0,support,low,EMP00659
0.77,0.91,5,221,6,0,1,0,support,medium,EMP00660
0.44,0.5,2,130,3,0,1,0,support,medium,EMP00661
0.39,0.46,2,136,3,0,1,0,support,medium,EMP00662
0.78,0.89,5,274,6,0,1,0,support,medium,EMP00663
0.1,0.79,6,256,5,0,1,0,support,low,EMP00664
0.1,0.77,5,276,4,0,1,0,support,low,EMP00665
0.75,0.85,5,267,5,0,1,0,support,low,EMP00666
0.46,0.62,6,213,3,0,1,0,support,low,EMP00667
0.91,0.97,4,274,6,0,1,0,technical,low,EMP00668
0.1,0.92,6,258,4,0,1,0,technical,low,EMP00669
0.72,0.6,3,153,5,0,1,0,technical,low,EMP00670
0.11,0.95,6,245,4,0,1,0,management,low,EMP00671
0.11,0.94,6,264,4,0,1,0,IT,low,EMP00672
0.46,0.57,2,154,3,0,1,0,IT,low,EMP00673
0.37,0.46,2,149,3,0,1,0,IT,low,EMP00674
0.46,0.5,2,157,3,0,1,0,IT,low,EMP00675
0.43,0.57,2,127,3,0,1,0,IT,low,EMP00676
0.11,0.82,6,270,4,0,1,0,product_mng,low,EMP00677
0.73,0.89,5,236,6,0,1,0,product_mng,low,EMP00678
0.43,0.47,2,158,3,0,1,0,product_mng,low,EMP00679
0.86,1,5,229,5,0,1,0,product_mng,low,EMP00680
0.1,0.83,6,269,4,0,1,0,IT,low,EMP00681
0.4,0.49,2,128,3,0,1,0,sales,low,EMP00682
0.11,0.87,7,278,4,0,1,0,sales,low,EMP00683
0.86,0.98,3,158,5,0,1,0,sales,low,EMP00684
0.42,1,3,202,3,0,1,0,sales,medium,EMP00685
0.79,0.84,4,240,5,0,1,0,sales,medium,EMP00686
0.1,0.96,7,255,4,0,1,0,marketing,medium,EMP00687
0.09,0.92,7,254,4,0,1,0,sales,medium,EMP00688
0.09,0.82,6,257,4,0,1,0,accounting,medium,EMP00689
0.87,1,4,228,5,0,1,0,support,medium,EMP00690
0.36,0.49,2,145,3,0,1,0,technical,medium,EMP00691
0.42,0.75,3,218,4,0,1,0,management,medium,EMP00692
0.84,0.86,5,268,5,0,1,0,marketing,medium,EMP00693
0.1,0.83,6,278,4,0,1,0,marketing,medium,EMP00694
0.78,0.71,3,249,5,0,1,0,marketing,medium,EMP00695
0.35,0.99,3,236,4,0,1,0,sales,medium,EMP00696
0.1,0.81,7,291,4,0,1,0,sales,high,EMP00697
0.11,0.8,6,306,4,0,1,0,sales,low,EMP00698
0.43,0.48,2,135,3,0,1,0,sales,medium,EMP00699
0.38,0.45,2,156,3,0,1,0,sales,medium,EMP00700
0.46,0.54,2,143,3,0,1,0,sales,medium,EMP00701
0.89,0.82,4,243,5,0,1,0,sales,medium,EMP00702
0.45,0.5,2,147,3,0,1,0,sales,low,EMP00703
0.44,0.53,2,159,3,0,1,0,sales,low,EMP00704
0.74,0.54,5,216,3,0,1,0,sales,low,EMP00705
0.45,0.54,2,152,3,0,1,0,sales,low,EMP00706
0.79,0.93,4,226,5,0,1,0,sales,low,EMP00707
0.79,0.91,5,271,5,0,1,0,sales,low,EMP00708
0.11,0.87,6,255,4,0,1,0,sales,low,EMP00709
0.42,0.48,2,140,3,0,1,0,sales,low,EMP00710
0.64,0.9,6,252,2,0,1,0,sales,low,EMP00711
0.4,0.55,2,159,3,0,1,0,sales,low,EMP00712
0.84,0.98,5,270,5,0,1,0,sales,low,EMP00713
0.73,0.92,5,232,5,0,1,0,sales,low,EMP00714
0.4,0.51,2,144,3,0,1,0,accounting,low,EMP00715
0.36,0.45,2,127,3,0,1,0,accounting,low,EMP00716
0.43,0.47,2,131,3,0,1,0,accounting,low,EMP00717
0.11,0.78,6,243,4,0,1,0,hr,low,EMP00718
0.91,1,5,244,6,0,1,0,hr,low,EMP00719
0.8,1,5,260,5,0,1,0,hr,low,EMP00720
0.42,0.49,2,139,3,0,1,0,hr,low,EMP00721
0.31,0.87,4,184,3,0,1,0,technical,low,EMP00722
0.44,0.47,2,130,3,0,1,0,technical,low,EMP00723
0.38,0.54,2,135,3,0,1,0,technical,medium,EMP00724
0.45,0.56,2,146,3,0,1,0,technical,medium,EMP00725
0.43,0.46,2,149,3,0,1,0,technical,medium,EMP00726
0.45,0.46,2,153,3,1,1,0,technical,medium,EMP00727
0.43,0.57,2,160,3,0,1,0,technical,medium,EMP00728
0.43,0.49,2,160,3,0,1,0,technical,medium,EMP00729
0.09,0.83,6,282,4,0,1,0,technical,medium,EMP00730
0.43,0.47,2,128,3,0,1,0,technical,medium,EMP00731
0.79,0.94,4,232,5,0,1,0,technical,medium,EMP00732
0.85,0.58,3,226,2,0,1,0,support,medium,EMP00733
0.38,0.45,2,129,3,0,1,0,support,medium,EMP00734
0.11,0.92,7,255,4,0,1,0,support,medium,EMP00735
0.83,0.99,5,258,5,0,1,0,support,high,EMP00736
0.81,0.91,4,229,5,0,1,0,support,low,EMP00737
0.42,0.56,2,143,3,0,1,0,support,medium,EMP00738
0.11,0.87,6,257,4,0,1,0,support,medium,EMP00739
0.11,0.85,7,275,4,0,1,0,support,medium,EMP00740
0.1,0.89,7,291,4,0,1,0,support,medium,EMP00741
0.5,0.54,5,153,4,0,1,0,support,low,EMP00742
0.44,0.49,2,154,3,0,1,0,support,low,EMP00743
0.11,0.9,6,301,4,0,1,0,technical,low,EMP00744
0.39,0.52,2,134,3,0,1,0,technical,low,EMP00745
0.11,0.78,6,245,4,0,1,0,technical,low,EMP00746
0.36,0.5,2,132,3,0,1,0,management,low,EMP00747
0.43,0.51,2,130,3,0,1,0,IT,low,EMP00748
0.4,0.5,2,127,3,0,1,0,IT,low,EMP00749
0.86,0.84,4,246,6,0,1,0,IT,low,EMP00750
0.38,0.49,2,145,3,0,1,0,IT,low,EMP00751
0.46,0.45,2,138,3,0,1,1,IT,low,EMP00752
0.37,0.57,2,129,3,0,1,0,product_mng,low,EMP00753
0.43,0.52,2,150,3,0,1,0,product_mng,low,EMP00754
0.66,0.93,5,253,5,0,1,0,product_mng,low,EMP00755
0.37,0.48,2,160,3,0,1,0,product_mng,low,EMP00756
0.77,0.92,5,235,5,0,1,0,IT,low,EMP00757
0.38,0.55,2,151,3,0,1,0,sales,low,EMP00758
0.39,0.54,2,127,3,0,1,0,sales,low,EMP00759
0.41,0.55,2,151,3,0,1,0,sales,low,EMP00760
0.1,0.9,7,290,4,0,1,0,sales,low,EMP00761
0.09,0.93,6,249,4,0,1,0,sales,low,EMP00762
0.41,0.47,2,131,3,0,1,0,marketing,medium,EMP00763
0.39,0.46,2,159,3,0,1,0,sales,medium,EMP00764
0.83,0.99,4,223,5,0,1,0,accounting,medium,EMP00765
0.09,0.87,3,214,2,0,1,0,support,medium,EMP00766
0.75,0.81,5,227,5,0,1,0,technical,medium,EMP00767
0.44,0.54,2,127,3,0,1,0,management,medium,EMP00768
0.1,0.84,6,293,5,0,1,0,marketing,medium,EMP00769
0.42,0.46,2,141,3,0,1,0,marketing,medium,EMP00770
0.1,0.83,6,300,4,0,1,0,marketing,medium,EMP00771
0.1,0.86,6,309,4,0,1,0,sales,medium,EMP00772
0.31,0.77,4,149,3,0,1,0,sales,medium,EMP00773
0.42,0.54,2,159,3,0,1,0,sales,medium,EMP00774
0.38,0.5,2,152,3,0,1,0,sales,high,EMP00775
0.39,0.57,2,158,3,0,1,0,sales,low,EMP00776
0.1,0.97,6,254,5,0,1,0,sales,medium,EMP00777
0.11,0.93,6,294,4,0,1,0,sales,medium,EMP00778
0.1,0.92,7,269,4,0,1,0,sales,medium,EMP00779
0.11,0.9,7,247,4,0,1,0,sales,medium,EMP00780
0.44,0.65,3,271,4,0,1,0,sales,low,EMP00781
0.91,0.96,4,232,5,0,1,0,sales,low,EMP00782
0.72,1,4,245,5,0,1,0,sales,low,EMP00783
0.36,0.46,2,132,3,0,1,0,sales,low,EMP00784
0.44,0.57,2,131,3,0,1,0,sales,low,EMP00785
0.85,0.99,5,248,5,0,1,0,sales,low,EMP00786
0.78,0.93,5,225,5,0,1,0,sales,low,EMP00787
0.39,0.46,2,156,3,0,1,0,sales,low,EMP00788
0.78,0.81,3,222,2,0,1,0,sales,low,EMP00789
0.1,0.92,6,243,4,1,1,0,sales,low,EMP00790
0.23,0.99,4,204,4,1,1,0,accounting,low,EMP00791
0.11,0.87,6,301,4,0,1,0,accounting,low,EMP00792
0.9,0.83,5,259,5,0,1,0,accounting,low,EMP00793
0.91,0.89,4,247,5,0,1,0,hr,low,EMP00794
0.11,0.79,7,295,4,0,1,0,hr,low,EMP00795
0.43,0.54,2,150,3,0,1,0,hr,low,EMP00796
0.45,0.49,2,151,3,0,1,0,hr,low,EMP00797
0.11,0.91,5,291,4,0,1,0,technical,low,EMP00798
0.11,0.93,6,253,4,1,1,0,technical,low,EMP00799
0.43,0.5,2,161,3,0,1,0,technical,low,EMP00800
0.91,0.97,4,251,6,0,1,0,technical,low,EMP00801
0.43,0.55,2,153,3,0,1,0,technical,medium,EMP00802
0.85,0.82,5,264,6,0,1,0,technical,medium,EMP00803
0.1,0.77,6,310,4,0,1,0,technical,medium,EMP00804
0.81,0.95,5,266,5,0,1,0,technical,medium,EMP00805
0.36,0.62,4,237,2,0,1,0,technical,medium,EMP00806
0.45,0.54,2,138,3,0,1,0,technical,medium,EMP00807
0.86,1,5,227,5,0,1,0,technical,medium,EMP00808
0.71,1,4,300,5,0,1,0,support,medium,EMP00809
0.11,0.97,7,310,4,0,1,0,support,medium,EMP00810
0.84,0.93,5,236,5,0,1,0,support,medium,EMP00811
0.09,0.97,7,288,4,0,1,0,support,medium,EMP00812
0.38,0.49,2,127,3,0,1,0,support,medium,EMP00813
0.15,0.55,6,139,4,0,1,0,support,high,EMP00814
0.1,0.92,7,253,4,1,1,0,support,low,EMP00815
0.8,0.97,4,218,5,1,1,0,support,medium,EMP00816
0.84,0.97,5,251,5,0,1,0,support,medium,EMP00817
0.11,0.87,6,264,4,0,1,0,support,medium,EMP00818
0.89,0.79,3,149,2,0,1,0,support,medium,EMP00819
0.45,0.51,2,138,3,0,1,0,technical,low,EMP00820
0.11,0.93,7,284,4,0,1,0,technical,low,EMP00821
0.74,0.93,5,244,5,0,1,0,technical,low,EMP00822
0.41,0.5,2,128,3,0,1,0,management,low,EMP00823
0.44,0.53,2,154,3,0,1,0,IT,low,EMP00824
0.37,0.56,2,138,3,0,1,0,IT,low,EMP00825
0.11,0.86,6,308,4,0,1,0,IT,low,EMP00826
0.1,0.93,6,269,4,0,1,0,IT,low,EMP00827
0.7,0.74,6,136,3,0,1,0,IT,low,EMP00828
0.59,1,2,160,5,0,1,0,product_mng,low,EMP00829
0.38,0.53,2,138,3,0,1,0,product_mng,low,EMP00830
0.72,0.95,4,220,5,0,1,0,product_mng,low,EMP00831
0.73,1,5,274,5,0,1,0,product_mng,low,EMP00832
0.39,0.48,2,161,3,0,1,0,IT,low,EMP00833
0.89,0.82,5,224,6,0,1,0,RandD,low,EMP00834
0.89,1,4,260,5,0,1,0,RandD,low,EMP00835
0.11,0.78,6,300,4,1,1,0,RandD,low,EMP00836
0.43,0.56,2,133,3,0,1,0,RandD,low,EMP00837
0.09,0.93,6,308,4,0,1,0,RandD,low,EMP00838
0.81,0.9,5,238,6,0,1,0,marketing,low,EMP00839
0.37,0.53,2,126,3,0,1,0,sales,low,EMP00840
0.36,0.56,2,138,3,0,1,0,accounting,medium,EMP00841
0.11,0.85,6,299,4,0,1,0,support,medium,EMP00842
0.1,0.85,6,254,4,0,1,0,technical,medium,EMP00843
0.66,0.47,7,156,2,0,1,0,management,medium,EMP00844
0.39,0.47,2,152,3,0,1,0,marketing,medium,EMP00845
0.44,0.51,2,146,3,0,1,0,marketing,medium,EMP00846
0.1,0.84,6,253,4,0,1,0,marketing,medium,EMP00847
0.79,0.94,5,227,6,0,1,0,sales,medium,EMP00848
0.1,0.81,6,301,4,1,1,0,sales,medium,EMP00849
0.54,0.94,6,294,3,0,1,0,sales,medium,EMP00850
0.37,0.47,2,151,3,0,1,0,sales,medium,EMP00851
0.37,0.57,2,128,3,0,1,0,sales,medium,EMP00852
0.82,0.89,5,217,5,0,1,0,sales,high,EMP00853
0.45,0.52,2,160,3,0,1,0,sales,low,EMP00854
0.79,0.9,5,263,5,0,1,0,sales,medium,EMP00855
0.42,0.56,2,156,3,0,1,0,sales,medium,EMP00856
0.1,0.85,6,273,4,0,1,0,sales,medium,EMP00857
0.11,0.78,6,303,4,0,1,0,sales,medium,EMP00858
0.74,1,4,253,5,0,1,0,sales,low,EMP00859
0.1,0.93,6,270,4,0,1,0,sales,low,EMP00860
0.79,1,4,218,5,0,1,0,sales,low,EMP00861
0.43,0.48,2,144,3,0,1,0,sales,low,EMP00862
0.41,0.47,2,154,3,0,1,0,sales,low,EMP00863
0.39,0.55,2,146,3,0,1,0,sales,low,EMP00864
0.1,0.94,6,260,4,0,1,0,sales,low,EMP00865
0.82,0.85,5,218,5,0,1,0,sales,low,EMP00866
0.41,0.46,2,128,3,0,1,0,accounting,low,EMP00867
0.42,0.56,2,128,3,0,1,0,accounting,low,EMP00868
0.74,0.88,4,248,6,0,1,0,accounting,low,EMP00869
0.38,0.57,2,152,3,1,1,0,hr,low,EMP00870
0.39,0.56,2,126,3,0,1,0,hr,low,EMP00871
0.87,0.94,4,260,5,0,1,0,hr,low,EMP00872
0.1,0.9,5,263,4,0,1,0,hr,low,EMP00873
0.78,1,5,220,5,0,1,0,technical,low,EMP00874
0.14,0.73,7,282,5,0,1,0,technical,low,EMP00875
0.11,0.94,6,277,5,0,1,0,technical,low,EMP00876
0.91,0.94,5,257,5,0,1,0,technical,low,EMP00877
0.49,0.63,6,265,3,0,1,0,technical,low,EMP00878
0.38,0.47,2,143,3,0,1,0,technical,low,EMP00879
0.82,0.97,5,263,5,0,1,0,technical,medium,EMP00880
0.38,0.88,3,154,4,0,1,0,technical,medium,EMP00881
0.89,1,5,253,5,0,1,0,technical,medium,EMP00882
0.11,0.79,6,294,4,0,1,0,technical,medium,EMP00883
0.37,0.51,2,128,3,0,1,0,technical,medium,EMP00884
0.38,0.5,2,153,3,0,1,0,support,medium,EMP00885
0.78,0.87,5,256,5,0,1,0,support,medium,EMP00886
